G1,G2,Subject,No,Data1,Data2,Data3,Labels
post8,control,dish8,n8,0.42570287,0.366297424,0.207999781,0
post8,control,dish8,n9,0.70156014,0.186020136,0.11241968,0
post8,control,dish8,n10,0.928453505,0.049065109,0.022481401,0
post8,control,dish8,n11,0.901222587,0.028025866,0.070751451,0
pre1,control,dish1,n0,0.320436925,0.627293646,0.052269522,1
pre1,control,dish1,n1,0.085509777,0.176429033,0.738061249,2
pre1,control,dish1,n2,0.750189245,0.055669338,0.194141373,0
pre1,control,dish1,n3,0.823175967,0.043630868,0.133193269,0
pre1,control,dish1,n4,0.764642656,0.145231709,0.090125598,0
pre1,control,dish1,n5,0.333424598,0.596772432,0.069802932,1
pre1,control,dish1,n6,0.374780536,0.027016096,0.598203361,2
pre1,control,dish1,n7,0.278417975,0.656348407,0.065233588,1
pre1,control,dish1,n8,0.602674842,0.363473713,0.033851534,0
pre1,control,dish1,n9,0.260076582,0.017605018,0.722318411,2
pre1,control,dish1,n10,0.206262678,0.772399247,0.02133807,1
pre1,control,dish1,n11,0.475360543,0.030788979,0.49385044,2
pre1,control,dish6,n0,0.285222083,0.699757755,0.015020089,1
pre1,control,dish6,n1,0.188288584,0.051203858,0.760507524,2
pre1,control,dish6,n2,0.678280294,0.269021451,0.052698255,0
pre1,control,dish6,n3,0.887409091,0.029395303,0.083195716,0
pre1,control,dish6,n4,0.719358146,0.257808268,0.022833552,0
pre1,control,dish6,n5,0.506321967,0.447893679,0.045784447,0
pre1,control,dish6,n6,0.129817218,0.017234933,0.852947831,2
pre1,control,dish6,n7,0.186746433,0.772821724,0.040431827,1
pre1,control,dish6,n8,0.831169903,0.129876852,0.038953252,0
pre1,control,dish6,n9,0.505518734,0.015092315,0.479388982,0
pre1,control,dish6,n10,0.591666222,0.109996669,0.298337132,0
pre1,control,dish6,n11,0.406295359,0.425107628,0.168597057,1
pre1,control,dish8,n0,0.871659517,0.037512094,0.090828419,0
pre1,control,dish8,n1,0.640336156,0.170772284,0.188891545,0
pre1,control,dish8,n2,0.747828007,0.053107832,0.199064225,0
pre1,control,dish8,n3,0.799661458,0.183060735,0.017277749,0
pre1,control,dish8,n4,0.865897357,0.06125832,0.072844371,0
pre1,control,dish8,n5,0.597494423,0.363171041,0.039334457,0
pre1,control,dish8,n6,0.594080091,0.137907058,0.268012911,0
pre1,control,dish8,n7,0.790546358,0.163782969,0.045670684,0
pre1,control,dish8,n8,0.842583776,0.051591083,0.105825178,0
pre1,control,dish8,n9,0.621744454,0.205413654,0.172841966,0
pre1,control,dish8,n10,0.453152567,0.036360975,0.510486543,2
pre1,control,dish8,n11,0.8828215,0.080947444,0.036231067,0
pre1,control,dish10,n0,0.479849339,0.106955372,0.413195282,0
pre1,control,dish10,n1,0.780469894,0.191400841,0.028129287,0
pre1,control,dish10,n2,0.669156551,0.163358212,0.167485252,0
pre1,control,dish10,n3,0.820516706,0.111368291,0.068115108,0
pre1,control,dish10,n4,0.866865218,0.04604806,0.087086715,0
pre1,control,dish10,n5,0.884295404,0.070859291,0.044845335,0
pre1,control,dish10,n6,0.619543552,0.305930346,0.074526168,0
pre1,control,dish10,n7,0.76159656,0.031747803,0.206655711,0
pre1,control,dish10,n8,0.829167008,0.128474057,0.042358916,0
pre1,control,dish10,n9,0.838845491,0.063200049,0.097954497,0
pre1,control,dish10,n10,0.745713472,0.144978985,0.109307535,0
pre1,control,dish10,n11,0.812634349,0.164381474,0.022984268,0
pre1,escit,dish2,n0,0.064515978,0.013547791,0.921936214,2
pre1,escit,dish2,n1,0.267708898,0.413607359,0.318683743,1
pre1,escit,dish2,n2,0.033599239,0.960769892,0.00563084,1
pre1,escit,dish2,n3,0.08243192,0.023835672,0.893732429,2
pre1,escit,dish2,n4,0.328115195,0.036809683,0.635075152,2
pre1,escit,dish2,n5,0.017511047,0.977876067,0.004612911,1
pre1,escit,dish2,n6,0.055371415,0.927110493,0.017518071,1
pre1,escit,dish2,n7,0.035708401,0.027464157,0.936827362,2
pre1,escit,dish2,n8,0.046570849,0.941329181,0.01209999,1
pre1,escit,dish2,n9,0.057496447,0.322479039,0.620024502,2
pre1,escit,dish2,n10,0.47543329,0.399237067,0.125329569,0
pre1,escit,dish2,n11,0.544757247,0.218890414,0.23635228,0
pre1,mirt,dish4,n0,0.841422796,0.133954629,0.024622561,0
pre1,mirt,dish4,n1,0.824801028,0.01413417,0.161064819,0
pre1,mirt,dish4,n2,0.556390464,0.363136083,0.080473408,0
pre1,mirt,dish4,n3,0.710285485,0.193572417,0.096142001,0
pre1,mirt,dish4,n4,0.652739346,0.071689107,0.275571525,0
pre1,mirt,dish4,n5,0.651889086,0.258878589,0.089232288,0
pre1,mirt,dish4,n6,0.199944094,0.683622241,0.116433725,1
pre1,mirt,dish4,n7,0.881141126,0.035797708,0.083061211,0
pre1,mirt,dish4,n8,0.964864731,0.01112558,0.024009727,0
pre1,mirt,dish4,n9,0.669704854,0.112342171,0.217952996,0
pre1,mirt,dish4,n10,0.663193703,0.046718996,0.290087372,0
pre1,mirt,dish4,n11,0.804247499,0.028208997,0.167543426,0
pre1,mirt,dish5,n0,0.871937692,0.036563352,0.091498978,0
pre1,mirt,dish5,n1,0.762136996,0.173551977,0.064311042,0
pre1,mirt,dish5,n2,0.633916557,0.156521782,0.209561706,0
pre1,mirt,dish5,n3,0.921663821,0.045338593,0.032997672,0
pre1,mirt,dish5,n4,0.781849682,0.177115381,0.041034963,0
pre1,mirt,dish5,n5,0.795342863,0.021594645,0.183062524,0
pre1,mirt,dish5,n6,0.561027884,0.310317874,0.128654227,0
pre1,mirt,dish5,n7,0.812432468,0.151545331,0.036022216,0
pre1,mirt,dish5,n8,0.808168948,0.049445685,0.142385334,0
pre1,mirt,dish5,n9,0.547066569,0.128383979,0.324549407,0
pre1,mirt,dish5,n10,0.396340042,0.467904776,0.135755226,1
pre1,mirt,dish5,n11,0.535741687,0.160071537,0.304186702,0
pre1,mirt,dish7,n0,0.64454031,0.315104812,0.0403549,0
pre1,mirt,dish7,n1,0.544243574,0.342471004,0.11328546,0
pre1,mirt,dish7,n2,0.528422713,0.064453624,0.407123715,0
pre1,mirt,dish7,n3,0.125066087,0.861012042,0.013921844,1
pre1,mirt,dish7,n4,0.075952888,0.050216954,0.87383008,2
pre1,mirt,dish7,n5,0.397321433,0.032995407,0.569683075,2
pre1,mirt,dish7,n6,0.469385356,0.446747929,0.083866753,0
pre1,mirt,dish7,n7,0.864038289,0.028495427,0.107466251,0
pre1,mirt,dish7,n8,0.607072413,0.058848087,0.334079593,0
pre1,mirt,dish7,n9,0.418028057,0.463039964,0.118931979,1
pre1,mirt,dish7,n10,0.521912992,0.302319527,0.175767511,0
pre1,mirt,dish7,n11,0.82968086,0.102087058,0.068232097,0
pre1,mirt,dish9,n0,0.086497396,0.009837102,0.903665483,2
pre1,mirt,dish9,n1,0.167414263,0.809642255,0.022943469,1
pre1,mirt,dish9,n2,0.07428021,0.0279963,0.897723556,2
pre1,mirt,dish9,n3,0.279126465,0.688864589,0.032008935,1
pre1,mirt,dish9,n4,0.299450278,0.623196721,0.077352956,1
pre1,mirt,dish9,n5,0.386874169,0.072053276,0.541072607,2
pre1,mirt,dish9,n6,0.237132519,0.708217621,0.054649923,1
pre1,mirt,dish9,n7,0.527480841,0.082167231,0.390351981,0
pre1,mirt,dish9,n8,0.172454804,0.020515064,0.807030141,2
pre1,mirt,dish9,n9,0.313648582,0.646807492,0.039543882,1
pre1,mirt,dish9,n10,0.16845113,0.035101861,0.796446979,2
pre1,mirt,dish9,n11,0.5209108,0.278000534,0.201088712,0
pre1,tryp,dish3,n0,0.804942846,0.100287497,0.094769672,0
pre1,tryp,dish3,n1,0.776863396,0.047400422,0.175736219,0
pre1,tryp,dish3,n2,0.858245313,0.052338663,0.089416064,0
pre1,tryp,dish3,n3,0.822748184,0.131789565,0.045462254,0
pre1,tryp,dish3,n4,0.639659345,0.031683508,0.32865721,0
pre1,tryp,dish3,n5,0.717451692,0.136777073,0.145771235,0
pre1,tryp,dish3,n6,0.650584996,0.246989787,0.10242518,0
pre1,tryp,dish3,n7,0.694622815,0.091140188,0.214237005,0
pre1,tryp,dish3,n8,0.867763579,0.102961786,0.029274672,0
pre1,tryp,dish3,n9,0.956571162,0.018881643,0.024547096,0
pre1,tryp,dish3,n10,0.762957513,0.091148622,0.145893857,0
pre1,tryp,dish3,n11,0.793316185,0.082309313,0.124374516,0
pre2,control,dish1,n0,0.926692963,0.04209717,0.03120983,0
pre2,control,dish1,n1,0.370794088,0.591269732,0.037936203,1
pre2,control,dish1,n2,0.543826044,0.05710236,0.399071574,0
pre2,control,dish1,n3,0.80472225,0.060381848,0.134895921,0
pre2,control,dish1,n4,0.845958233,0.110870272,0.043171544,0
pre2,control,dish1,n5,0.696728826,0.166098565,0.137172654,0
pre2,control,dish1,n6,0.599462986,0.021340854,0.379196137,0
pre2,control,dish1,n7,0.751714051,0.192675754,0.055610135,0
pre2,control,dish1,n8,0.768911541,0.031643443,0.199445024,0
pre2,control,dish1,n9,0.58742851,0.213962659,0.198608816,0
pre2,control,dish1,n10,0.535901129,0.422583312,0.041515596,0
pre2,control,dish1,n11,0.364287525,0.068581991,0.567130506,2
pre2,control,dish6,n0,0.088744938,0.889300883,0.021954177,1
pre2,control,dish6,n1,0.03709165,0.010664717,0.952243567,2
pre2,control,dish6,n2,0.443586648,0.493506223,0.062907144,1
pre2,control,dish6,n3,0.281672478,0.243560091,0.474767506,2
pre2,control,dish6,n4,0.165619805,0.197392464,0.636987805,2
pre2,control,dish6,n5,0.040316712,0.892657638,0.067025721,1
pre2,control,dish6,n6,0.323106021,0.525856555,0.151037365,1
pre2,control,dish6,n7,0.214382738,0.040412497,0.745204747,2
pre2,control,dish6,n8,0.47830075,0.340962589,0.180736706,0
pre2,control,dish6,n9,0.116840258,0.852142632,0.031017067,1
pre2,control,dish6,n10,0.222929358,0.043515824,0.73355478,2
pre2,control,dish6,n11,0.67754519,0.194226891,0.128227994,0
pre2,control,dish8,n0,0.943694711,0.026219394,0.030085936,0
pre2,control,dish8,n1,0.78562665,0.172283888,0.042089429,0
pre2,control,dish8,n2,0.760297775,0.063345499,0.176356733,0
pre2,control,dish8,n3,0.846589386,0.096421316,0.05698926,0
pre2,control,dish8,n4,0.881352544,0.087695837,0.030951673,0
pre2,control,dish8,n5,0.791266024,0.016868085,0.191865966,0
pre2,control,dish8,n6,0.847836435,0.038609438,0.113554157,0
pre2,control,dish8,n7,0.868366182,0.096502587,0.035131343,0
pre2,control,dish8,n8,0.867550194,0.020408694,0.112041101,0
pre2,control,dish8,n9,0.517230928,0.062807389,0.419961691,0
pre2,control,dish8,n10,0.784003437,0.193660527,0.022336043,0
pre2,control,dish8,n11,0.766316652,0.046382084,0.187301263,0
pre2,control,dish10,n0,0.772110701,0.205428571,0.022460703,0
pre2,control,dish10,n1,0.785666645,0.021416046,0.192917421,0
pre2,control,dish10,n2,0.303090602,0.665170074,0.031739365,1
pre2,control,dish10,n3,0.699039638,0.151119024,0.149841279,0
pre2,control,dish10,n4,0.527528107,0.064721592,0.407750368,0
pre2,control,dish10,n5,0.630790353,0.324162185,0.045047522,0
pre2,control,dish10,n6,0.849780798,0.029025171,0.121194027,0
pre2,control,dish10,n7,0.856116593,0.098221667,0.045661803,0
pre2,control,dish10,n8,0.805855155,0.069264106,0.124880739,0
pre2,control,dish10,n9,0.86122191,0.093719453,0.045058653,0
pre2,control,dish10,n10,0.73635453,0.201937139,0.06170829,0
pre2,control,dish10,n11,0.748445928,0.068575099,0.182979003,0
pre2,escit,dish2,n0,0.536848724,0.05689925,0.406252056,0
pre2,escit,dish2,n1,0.205308646,0.757299244,0.037392151,1
pre2,escit,dish2,n2,0.11503119,0.027138429,0.857830346,2
pre2,escit,dish2,n3,0.042817991,0.883356333,0.073825724,1
pre2,escit,dish2,n4,0.137241513,0.806579232,0.056179266,1
pre2,escit,dish2,n5,0.510184824,0.041655377,0.448159844,0
pre2,escit,dish2,n6,0.830858409,0.104468971,0.064672597,0
pre2,escit,dish2,n7,0.296501756,0.535384715,0.16811353,1
pre2,escit,dish2,n8,0.064784721,0.86468488,0.070530422,1
pre2,escit,dish2,n9,0.198174775,0.024326976,0.777498305,2
pre2,escit,dish2,n10,0.624617159,0.319763094,0.055619754,0
pre2,escit,dish2,n11,0.752994001,0.055489685,0.19151637,0
pre2,mirt,dish4,n0,0.673668563,0.27156508,0.054766446,0
pre2,mirt,dish4,n1,0.412430257,0.144043967,0.443525732,2
pre2,mirt,dish4,n2,0.78094691,0.064508349,0.154544801,0
pre2,mirt,dish4,n3,0.921504796,0.048579916,0.029915351,0
pre2,mirt,dish4,n4,0.489385396,0.473524719,0.037089892,0
pre2,mirt,dish4,n5,0.243088305,0.0229943,0.733917356,2
pre2,mirt,dish4,n6,0.439670265,0.466704816,0.093624942,1
pre2,mirt,dish4,n7,0.82585752,0.115154438,0.058987975,0
pre2,mirt,dish4,n8,0.68513447,0.060490686,0.254374951,0
pre2,mirt,dish4,n9,0.8432706,0.100508012,0.05622144,0
pre2,mirt,dish4,n10,0.863393426,0.043823451,0.092783168,0
pre2,mirt,dish4,n11,0.704427481,0.12051598,0.175056487,0
pre2,mirt,dish5,n0,0.373047292,0.146713391,0.480239302,2
pre2,mirt,dish5,n1,0.521787465,0.362958133,0.115254402,0
pre2,mirt,dish5,n2,0.703569114,0.168637276,0.127793625,0
pre2,mirt,dish5,n3,0.761540055,0.028205613,0.210254356,0
pre2,mirt,dish5,n4,0.8959589,0.023508271,0.080532849,0
pre2,mirt,dish5,n5,0.559158027,0.408993185,0.031848852,0
pre2,mirt,dish5,n6,0.657803237,0.177821368,0.164375365,0
pre2,mirt,dish5,n7,0.357556313,0.046260983,0.596182823,2
pre2,mirt,dish5,n8,0.181809321,0.79673475,0.021455994,1
pre2,mirt,dish5,n9,0.580294251,0.087228179,0.33247754,0
pre2,mirt,dish5,n10,0.427635878,0.068692066,0.503672063,2
pre2,mirt,dish5,n11,0.66066891,0.312766552,0.02656457,0
pre2,mirt,dish7,n0,0.703292251,0.256159455,0.040548369,0
pre2,mirt,dish7,n1,0.616018772,0.044823807,0.339157462,0
pre2,mirt,dish7,n2,0.615636289,0.26773712,0.116626613,0
pre2,mirt,dish7,n3,0.901935101,0.01247206,0.085592769,0
pre2,mirt,dish7,n4,0.799553275,0.155685782,0.044760972,0
pre2,mirt,dish7,n5,0.231365412,0.034046136,0.734588504,2
pre2,mirt,dish7,n6,0.794863224,0.109321304,0.095815517,0
pre2,mirt,dish7,n7,0.154458374,0.818546593,0.02699508,1
pre2,mirt,dish7,n8,0.066970058,0.037421662,0.895608246,2
pre2,mirt,dish7,n9,0.340699881,0.052244529,0.607055604,2
pre2,mirt,dish7,n10,0.305028945,0.614835143,0.080135867,1
pre2,mirt,dish7,n11,0.621682227,0.053615179,0.324702621,0
pre2,mirt,dish9,n0,0.441668332,0.539868414,0.018463317,1
pre2,mirt,dish9,n1,0.890608668,0.070644937,0.038746398,0
pre2,mirt,dish9,n2,0.127212793,0.018143047,0.854644179,2
pre2,mirt,dish9,n3,0.114338398,0.84112817,0.04453345,1
pre2,mirt,dish9,n4,0.119606361,0.050739586,0.829654157,2
pre2,mirt,dish9,n5,0.104783379,0.085547134,0.809669495,2
pre2,mirt,dish9,n6,0.189675033,0.750992835,0.059332069,1
pre2,mirt,dish9,n7,0.79204601,0.045903768,0.162050202,0
pre2,mirt,dish9,n8,0.780247808,0.184980676,0.034771509,0
pre2,mirt,dish9,n9,0.628269434,0.037840057,0.333890557,0
pre2,mirt,dish9,n10,0.459329009,0.457398206,0.083272733,0
pre2,mirt,dish9,n11,0.303194433,0.513592482,0.18321313,1
pre2,tryp,dish3,n0,0.593245387,0.359816432,0.046938207,0
pre2,tryp,dish3,n1,0.675961554,0.255103052,0.068935446,0
pre2,tryp,dish3,n2,0.8085078,0.056574535,0.134917632,0
pre2,tryp,dish3,n3,0.612946272,0.141397417,0.245656371,0
pre2,tryp,dish3,n4,0.330352038,0.621878922,0.047768991,1
pre2,tryp,dish3,n5,0.562547207,0.40690589,0.030546984,0
pre2,tryp,dish3,n6,0.16547887,0.020943984,0.813577116,2
pre2,tryp,dish3,n7,0.30314976,0.670916557,0.025933689,1
pre2,tryp,dish3,n8,0.911503613,0.056383342,0.032113101,0
pre2,tryp,dish3,n9,0.474865705,0.07607276,0.449061543,0
pre2,tryp,dish3,n10,0.476378798,0.481643528,0.041977696,1
pre2,tryp,dish3,n11,0.258158237,0.144846231,0.596995533,2
pre3,control,dish1,n0,0.468078583,0.481393605,0.050527785,1
pre3,control,dish1,n1,0.754226089,0.016028058,0.22974588,0
pre3,control,dish1,n2,0.73478353,0.229437575,0.035778977,0
pre3,control,dish1,n3,0.798656046,0.017554745,0.183789179,0
pre3,control,dish1,n4,0.443164885,0.47573033,0.081104703,1
pre3,control,dish1,n5,0.223512083,0.498232633,0.278255314,1
pre3,control,dish1,n6,0.332025588,0.034351416,0.633623004,2
pre3,control,dish1,n7,0.124152035,0.859189749,0.016658179,1
pre3,control,dish1,n8,0.188727632,0.069408931,0.741863489,2
pre3,control,dish1,n9,0.792914331,0.051252477,0.155833155,0
pre3,control,dish1,n10,0.868111312,0.103659987,0.028228713,0
pre3,control,dish1,n11,0.717031002,0.187817648,0.095151328,0
pre3,control,dish6,n0,0.050551206,0.937914729,0.011534072,1
pre3,control,dish6,n1,0.415729791,0.015481427,0.568788826,2
pre3,control,dish6,n2,0.034194592,0.012871582,0.952933729,2
pre3,control,dish6,n3,0.092632629,0.886572421,0.020794956,1
pre3,control,dish6,n4,0.074956834,0.264729291,0.660313785,2
pre3,control,dish6,n5,0.368979484,0.533292174,0.097728312,1
pre3,control,dish6,n6,0.026513919,0.010514969,0.962971151,2
pre3,control,dish6,n7,0.071881138,0.889455318,0.03866348,1
pre3,control,dish6,n8,0.013257458,0.930508435,0.056234136,1
pre3,control,dish6,n9,0.017667094,0.012239469,0.970093489,2
pre3,control,dish6,n10,0.003958718,0.994149446,0.001891831,1
pre3,control,dish6,n11,0.075407721,0.01457412,0.910018206,2
pre3,control,dish8,n0,0.844952583,0.124933243,0.030114183,0
pre3,control,dish8,n1,0.770800114,0.177058131,0.052141845,0
pre3,control,dish8,n2,0.718832552,0.225919917,0.055247575,0
pre3,control,dish8,n3,0.837419629,0.074700274,0.087880202,0
pre3,control,dish8,n4,0.928353965,0.035667215,0.035978906,0
pre3,control,dish8,n5,0.930431426,0.037581425,0.03198709,0
pre3,control,dish8,n6,0.858051896,0.120440193,0.021507943,0
pre3,control,dish8,n7,0.920527518,0.030417252,0.049055293,0
pre3,control,dish8,n8,0.870650887,0.035049815,0.094299398,0
pre3,control,dish8,n9,0.698304474,0.278994471,0.022701088,0
pre3,control,dish8,n10,0.814009428,0.018038044,0.167952552,0
pre3,control,dish8,n11,0.940649331,0.035645753,0.023704957,0
pre3,control,dish10,n0,0.832358003,0.060073689,0.107568301,0
pre3,control,dish10,n1,0.279249996,0.685058653,0.035691388,1
pre3,control,dish10,n2,0.444825768,0.035672024,0.519502282,2
pre3,control,dish10,n3,0.724775016,0.142199442,0.133025602,0
pre3,control,dish10,n4,0.530283749,0.420392096,0.0493242,0
pre3,control,dish10,n5,0.188101828,0.025840005,0.786058128,2
pre3,control,dish10,n6,0.343674749,0.581415892,0.074909404,1
pre3,control,dish10,n7,0.601912081,0.044553667,0.353534251,0
pre3,control,dish10,n8,0.281415105,0.445418298,0.273166597,1
pre3,control,dish10,n9,0.466334105,0.462633848,0.07103204,0
pre3,control,dish10,n10,0.720697343,0.00908522,0.270217419,0
pre3,control,dish10,n11,0.491903991,0.481322885,0.026773108,0
pre3,escit,dish2,n0,0.836677432,0.089180849,0.074141756,0
pre3,escit,dish2,n1,0.866574824,0.082511939,0.050913256,0
pre3,escit,dish2,n2,0.578057647,0.059884086,0.362058312,0
pre3,escit,dish2,n3,0.337728292,0.561927259,0.100344472,1
pre3,escit,dish2,n4,0.371449262,0.363810956,0.264739811,0
pre3,escit,dish2,n5,0.201896831,0.022789733,0.775313437,2
pre3,escit,dish2,n6,0.694654584,0.180991769,0.12435367,0
pre3,escit,dish2,n7,0.949239492,0.028734548,0.022025943,0
pre3,escit,dish2,n8,0.870966911,0.054838426,0.07419467,0
pre3,escit,dish2,n9,0.550118685,0.062781975,0.387099415,0
pre3,escit,dish2,n10,0.801480412,0.10373494,0.094784588,0
pre3,escit,dish2,n11,0.857378542,0.106423415,0.036197998,0
pre3,mirt,dish4,n0,0.575920343,0.153192103,0.270887554,0
pre3,mirt,dish4,n1,0.419480026,0.381741732,0.198778197,0
pre3,mirt,dish4,n2,0.680238128,0.133885443,0.185876459,0
pre3,mirt,dish4,n3,0.920450985,0.052205499,0.027343588,0
pre3,mirt,dish4,n4,0.710889101,0.19523564,0.093875349,0
pre3,mirt,dish4,n5,0.735907674,0.199041575,0.065050766,0
pre3,mirt,dish4,n6,0.926000178,0.053468786,0.020531004,0
pre3,mirt,dish4,n7,0.912051678,0.038456053,0.049492303,0
pre3,mirt,dish4,n8,0.962313712,0.021726653,0.015959622,0
pre3,mirt,dish4,n9,0.6058954,0.340777338,0.05332727,0
pre3,mirt,dish4,n10,0.201732263,0.012338493,0.785929263,2
pre3,mirt,dish4,n11,0.820160747,0.160345808,0.019493394,0
pre3,mirt,dish5,n0,0.375180513,0.600961685,0.02385778,1
pre3,mirt,dish5,n1,0.350028187,0.054911934,0.595059872,2
pre3,mirt,dish5,n2,0.696154833,0.046609674,0.257235497,0
pre3,mirt,dish5,n3,0.109365903,0.754554689,0.136079401,1
pre3,mirt,dish5,n4,0.381260663,0.587669313,0.031070052,1
pre3,mirt,dish5,n5,0.253851056,0.069459751,0.676689208,2
pre3,mirt,dish5,n6,0.643259883,0.142669275,0.214070827,0
pre3,mirt,dish5,n7,0.307143927,0.630075455,0.062780559,1
pre3,mirt,dish5,n8,0.406867862,0.172698542,0.42043364,2
pre3,mirt,dish5,n9,0.380879343,0.036889963,0.582230747,2
pre3,mirt,dish5,n10,0.243101895,0.709250271,0.047647852,1
pre3,mirt,dish5,n11,0.582850575,0.087221988,0.329927415,0
pre3,mirt,dish7,n0,0.845912993,0.122875571,0.031211412,0
pre3,mirt,dish7,n1,0.897074103,0.066608727,0.036317214,0
pre3,mirt,dish7,n2,0.34912613,0.071276419,0.579597473,2
pre3,mirt,dish7,n3,0.363561928,0.038895149,0.597542882,2
pre3,mirt,dish7,n4,0.078125291,0.883281648,0.03859305,1
pre3,mirt,dish7,n5,0.181070283,0.039984316,0.778945446,2
pre3,mirt,dish7,n6,0.391405612,0.581817448,0.026776956,1
pre3,mirt,dish7,n7,0.342032313,0.033033434,0.624934256,2
pre3,mirt,dish7,n8,0.112217434,0.335176706,0.552605867,2
pre3,mirt,dish7,n9,0.332058132,0.622692943,0.045248978,1
pre3,mirt,dish7,n10,0.127539307,0.01003191,0.862428725,2
pre3,mirt,dish7,n11,0.864079595,0.051379837,0.08454062,0
pre3,mirt,dish9,n0,0.729736745,0.115968354,0.154294997,0
pre3,mirt,dish9,n1,0.288053691,0.248931468,0.463014871,2
pre3,mirt,dish9,n2,0.388480544,0.223508403,0.388011009,0
pre3,mirt,dish9,n3,0.116358936,0.793529332,0.0901118,1
pre3,mirt,dish9,n4,0.807519495,0.111885481,0.080594987,0
pre3,mirt,dish9,n5,0.118986458,0.034520674,0.846492946,2
pre3,mirt,dish9,n6,0.732279599,0.089040592,0.178679883,0
pre3,mirt,dish9,n7,0.228003576,0.726163924,0.045832463,1
pre3,mirt,dish9,n8,0.848482192,0.04836392,0.103153944,0
pre3,mirt,dish9,n9,0.355071574,0.176159546,0.468768954,2
pre3,mirt,dish9,n10,0.186353728,0.635152519,0.178493738,1
pre3,mirt,dish9,n11,0.915598691,0.053643402,0.030757863,0
pre3,tryp,dish3,n0,0.680935442,0.033804782,0.285259873,0
pre3,tryp,dish3,n1,0.120123729,0.85416913,0.025707128,1
pre3,tryp,dish3,n2,0.350583464,0.061692983,0.587723553,2
pre3,tryp,dish3,n3,0.325405002,0.039622605,0.634972513,2
pre3,tryp,dish3,n4,0.577724516,0.377084523,0.04519102,0
pre3,tryp,dish3,n5,0.653642833,0.047040887,0.299316376,0
pre3,tryp,dish3,n6,0.717111945,0.049627759,0.233260348,0
pre3,tryp,dish3,n7,0.538517296,0.154743254,0.306739479,0
pre3,tryp,dish3,n8,0.505048394,0.164058059,0.330893666,0
pre3,tryp,dish3,n9,0.691204667,0.253436714,0.055358686,0
pre3,tryp,dish3,n10,0.122533172,0.022258423,0.855208457,2
pre3,tryp,dish3,n11,0.378222257,0.597560823,0.024216993,1
pre4,control,dish1,n0,0.6204772,0.130436167,0.249086618,0
pre4,control,dish1,n1,0.472638935,0.482368261,0.044992801,1
pre4,control,dish1,n2,0.77368778,0.090435311,0.135876939,0
pre4,control,dish1,n3,0.76758045,0.17725715,0.055162448,0
pre4,control,dish1,n4,0.165232658,0.809153557,0.025613775,1
pre4,control,dish1,n5,0.086824633,0.012419899,0.900755405,2
pre4,control,dish1,n6,0.066996343,0.927511632,0.005492081,1
pre4,control,dish1,n7,0.835323989,0.057724066,0.106951945,0
pre4,control,dish1,n8,0.20765312,0.08818832,0.704158604,2
pre4,control,dish1,n9,0.168535963,0.806918442,0.024545597,1
pre4,control,dish1,n10,0.464142233,0.022148035,0.513709724,2
pre4,control,dish1,n11,0.552080572,0.255365968,0.19255352,0